emp_no,first_name,last_name,title,from_date,to_date
31411,Moheb,Zaumen,Staff,1996-02-06,9999-01-01
31414,Arunachalam,Erol,Staff,1995-08-12,9999-01-01
31436,Odinaldo,Plessier,Engineer,1998-08-25,9999-01-01
31503,Kyoichi,Xiaoshan,Senior Staff,2001-05-08,9999-01-01
31513,Toshiko,Menhardt,Engineer,1997-11-20,9999-01-01
31537,Mohd,Schahn,Technique Leader,1989-07-10,9999-01-01
31546,Isamu,Silva,Senior Engineer,1992-01-19,9999-01-01
31577,Xiahua,Munro,Senior Staff,2002-05-05,9999-01-01
31593,Kamakshi,Merey,Senior Engineer,2001-04-06,9999-01-01
31631,Tuval,Kavvadias,Senior Staff,1987-06-06,9999-01-01
31632,Eldridge,Shihab,Senior Engineer,1995-11-11,9999-01-01
31650,Neven,Savasere,Senior Staff,1994-06-05,9999-01-01
31671,Mingdong,Trystram,Senior Staff,1997-04-07,9999-01-01
31679,Basant,Koshiba,Senior Staff,2000-08-15,9999-01-01
31706,Howell,Redmiles,Senior Staff,1998-10-19,9999-01-01
31709,Jinpo,Boissier,Senior Engineer,1998-10-25,9999-01-01
31712,Jiang,Dulay,Senior Staff,1995-12-13,9999-01-01
31716,Radoslaw,Chaudhury,Senior Staff,1996-08-02,9999-01-01
31719,JoAnne,Caine,Senior Staff,1997-10-03,9999-01-01
31727,Guadalupe,Hegner,Engineer,1996-09-20,9999-01-01
31738,Edwin,Unno,Senior Engineer,1994-10-12,9999-01-01
31741,Valeri,Kenevan,Senior Staff,1994-03-24,9999-01-01
31751,Phillip,Ramsey,Senior Staff,1995-02-03,9999-01-01
31757,Alair,Kobara,Technique Leader,1992-01-06,9999-01-01
31801,Sadok,Heuser,Engineer,1993-12-21,9999-01-01
31802,Murthy,Huhdanpaa,Senior Engineer,1998-12-06,9999-01-01
31804,Aris,Masand,Senior Staff,1997-05-21,9999-01-01
31810,Jasminko,Gill,Senior Engineer,1994-02-06,9999-01-01
31814,Weijing,Brookner,Senior Engineer,1998-01-08,9999-01-01
31821,Xiaobin,Farrel,Technique Leader,1998-04-02,9999-01-01
31823,Sivanarayana,Bernini,Engineer,1999-11-24,9999-01-01
31849,Chaitali,Sabnani,Engineer,1998-12-15,9999-01-01
31852,Byong,Spieker,Senior Staff,1994-05-09,9999-01-01
31890,Dekang,Shiratori,Senior Staff,1992-09-22,9999-01-01
31913,Bangqing,Luca,Senior Engineer,1996-10-07,9999-01-01
31931,Alenka,Leppanen,Senior Staff,1985-09-02,9999-01-01
31942,Syozo,Schnabel,Senior Engineer,2002-02-17,9999-01-01
31959,Vojin,Niizuma,Senior Engineer,1990-05-19,9999-01-01
31975,Keung,Trogemann,Staff,1998-12-16,9999-01-01
32001,Mari,Attimonelli,Senior Staff,2002-03-14,9999-01-01
32026,Lansing,Skrikant,Senior Staff,1997-12-08,9999-01-01
32030,Shooichi,Minakawa,Engineer,1999-06-26,9999-01-01
32032,Harjit,Kermarrec,Senior Staff,1998-09-28,9999-01-01
32048,Stamatina,Unno,Senior Engineer,1994-08-22,9999-01-01
32049,Khalid,Rattan,Staff,1997-04-02,9999-01-01
32053,Arunachalam,Tiemann,Senior Engineer,2001-10-13,9999-01-01
32064,Mandell,Gammage,Senior Staff,1994-06-10,9999-01-01
32117,Panayotis,Swiss,Senior Staff,1999-03-08,9999-01-01
32133,Zine,Huxford,Engineer,1999-09-10,9999-01-01
32137,Shim,Dengi,Engineer,1998-08-16,9999-01-01
32143,Takushi,Spieker,Technique Leader,1995-08-14,9999-01-01
32180,Abdelaziz,Hofman,Senior Staff,1994-04-24,9999-01-01
32193,Margareta,Szmurlo,Senior Staff,1990-11-18,9999-01-01
32199,Eishiro,Perna,Engineer,1998-04-04,9999-01-01
32221,Pranas,Snedden,Senior Staff,1991-12-19,9999-01-01
32254,Kien,Merel,Technique Leader,1992-07-02,9999-01-01
32260,Sachem,Baranowski,Senior Staff,2001-12-03,9999-01-01
32270,Kiyokazu,Naudin,Engineer,1998-09-02,9999-01-01
32279,Mokhtar,Falco,Technique Leader,1996-08-17,9999-01-01
32296,Baruch,Peris,Senior Engineer,1997-06-03,9999-01-01
32307,Hercules,Setiz,Senior Engineer,2000-01-06,9999-01-01
32339,Rasikan,Strooper,Staff,1996-09-01,9999-01-01
32343,Aloys,Pews,Senior Engineer,1994-12-03,9999-01-01
32349,Hairong,DiGiano,Senior Staff,1997-09-01,9999-01-01
32368,Ebru,Ravishankar,Staff,1999-08-08,9999-01-01
32386,Horward,Ratnakar,Senior Staff,1993-04-19,9999-01-01
32406,Filipe,Ranze,Senior Engineer,2000-01-03,9999-01-01
32407,Gita,Nollmann,Senior Engineer,1994-10-16,9999-01-01
32455,Lokesh,Brlek,Senior Engineer,1996-11-27,9999-01-01
32481,Dipankar,Nanard,Senior Staff,1998-10-05,9999-01-01
32496,Tiina,Wursthorn,Senior Staff,1999-07-26,9999-01-01
32505,Sailaja,Gustavson,Senior Staff,1987-09-08,9999-01-01
32529,Mohammed,Barbanera,Senior Staff,1999-03-11,9999-01-01
32542,Yishay,Manders,Senior Staff,1995-05-12,9999-01-01
32557,Henk,Vendrig,Technique Leader,1999-09-02,9999-01-01
32559,Ingemar,Thombley,Senior Engineer,1995-08-09,9999-01-01
32578,Billie,Chleq,Senior Staff,2001-06-13,9999-01-01
32581,Mamdouh,Reeker,Technique Leader,1990-05-25,9999-01-01
32587,Sugwoo,Ballarin,Senior Engineer,1995-07-26,9999-01-01
32619,Xiong,Clouatre,Senior Staff,2001-11-05,9999-01-01
32629,Make,Benzmuller,Senior Staff,1997-11-03,9999-01-01
32637,Abdulla,Kalorkoti,Senior Engineer,1999-11-18,9999-01-01
32641,Tua,Tetzlaff,Engineer,1996-02-21,9999-01-01
32656,Boriana,Lemarechal,Senior Staff,1991-03-23,9999-01-01
32668,Niclas,Riexinger,Senior Staff,1998-03-21,9999-01-01
32689,Gladys,Heusch,Senior Staff,1997-08-08,9999-01-01
32694,Pramod,Hiroyama,Senior Engineer,1996-02-09,9999-01-01
32704,Jacqueline,Rajaraman,Engineer,1997-09-08,9999-01-01
32724,Alselm,Janocha,Senior Staff,1994-01-03,9999-01-01
32733,Prasadram,Murtha,Assistant Engineer,1999-09-05,9999-01-01
32745,Lucian,Menhoudj,Staff,1995-12-25,9999-01-01
32756,Gou,Desikan,Senior Staff,1998-04-27,9999-01-01
32820,Rasikan,Barriga,Senior Staff,1989-04-16,9999-01-01
32858,Tesuro,Fioravanti,Senior Staff,1994-08-17,9999-01-01
32903,Maja,Terlouw,Engineer,1997-04-01,9999-01-01
32909,Sibyl,Krupka,Senior Engineer,1989-05-01,9999-01-01
32925,Xiaoqiu,Zwicker,Senior Staff,1993-09-06,9999-01-01
32928,Shigeu,Kalloufi,Staff,1994-08-09,9999-01-01
32933,Jouko,Tyugu,Assistant Engineer,1999-06-04,9999-01-01
32955,Basim,Dredge,Senior Engineer,1994-12-25,9999-01-01
32972,Ebbe,Matzov,Senior Staff,1993-07-02,9999-01-01
32993,Yuchang,Ranta,Senior Staff,1996-07-11,9999-01-01
32994,Deniz,Bale,Senior Engineer,2001-01-16,9999-01-01
33000,Kazunori,Gustavson,Senior Staff,1999-12-19,9999-01-01
33008,Keiichiro,Birnbaum,Senior Staff,1994-05-03,9999-01-01
33009,Tsutomu,Chinin,Senior Staff,1994-07-04,9999-01-01
33018,Christophe,Baer,Senior Engineer,1997-03-19,9999-01-01
33028,Salvador,Tzvieli,Senior Engineer,1999-05-09,9999-01-01
33079,Tomoyuki,Lampe,Staff,1996-11-13,9999-01-01
33087,Manu,Hertweck,Engineer,1996-11-19,9999-01-01
33097,Kish,Fiebach,Senior Engineer,1988-06-27,9999-01-01
33115,Padma,Peyn,Senior Engineer,2000-11-27,9999-01-01
33122,Angel,Kalorkoti,Staff,1997-07-25,9999-01-01
33131,Reinhold,Savasere,Engineer,1998-01-30,9999-01-01
33170,Huiqun,Kroon,Senior Staff,1997-06-11,9999-01-01
33183,Haldun,Veldwijk,Senior Engineer,2002-03-26,9999-01-01
33196,Jungsoon,Gist,Staff,1996-05-15,9999-01-01
33225,Mani,Ranta,Senior Staff,1999-04-28,9999-01-01
33226,Kenton,Hegner,Engineer,1999-01-08,9999-01-01
33239,Gladys,Rosin,Senior Engineer,2002-05-18,9999-01-01
33265,Arnd,Escriba,Senior Engineer,1993-02-11,9999-01-01
33296,Kensyu,Thorelli,Senior Engineer,1994-02-13,9999-01-01
33336,Suzette,Rodham,Senior Engineer,1999-11-23,9999-01-01
33343,Chiradeep,Gunderson,Senior Staff,1998-05-08,9999-01-01
33441,Padma,Rande,Senior Engineer,2002-06-03,9999-01-01
33526,Alper,Schwartzburd,Engineer,1997-06-03,9999-01-01
33579,Guozhong,Eickenmeyer,Senior Staff,1995-06-23,9999-01-01
33584,Marlo,Nivat,Senior Engineer,1994-07-10,9999-01-01
33591,Sugwoo,Picaronny,Senior Staff,1992-11-22,9999-01-01
33628,Macha,Ritcey,Senior Engineer,1995-11-05,9999-01-01
33652,Nimmagadda,Bridgland,Engineer,1993-08-18,9999-01-01
33658,Khosrow,Danlos,Senior Staff,1996-07-11,9999-01-01
33668,Valery,Yoshizawa,Senior Engineer,1989-04-16,9999-01-01
33696,Danny,Famili,Engineer,1998-10-25,9999-01-01
33745,Fuqing,Frijda,Senior Staff,1998-05-04,9999-01-01
33771,Marek,Kitsuregawa,Staff,1995-02-15,9999-01-01
33783,Jongsuk,Osgood,Staff,1996-03-30,9999-01-01
33784,Alenka,Mandelberg,Senior Staff,1991-12-26,9999-01-01
33823,Greger,Hebert,Senior Staff,1990-10-06,9999-01-01
33852,Marek,Prochazka,Senior Staff,1996-06-12,9999-01-01
33857,Hidefumi,Gulla,Technique Leader,1991-02-18,9999-01-01
33871,Vivian,Erdmenger,Senior Staff,1992-02-19,9999-01-01
33896,Jianhao,Falco,Senior Staff,2000-11-30,9999-01-01
33936,Khun,Bernini,Senior Engineer,1999-10-26,9999-01-01
33962,Yaghout,Puoti,Technique Leader,1995-04-24,9999-01-01
33983,Tesuya,Denis,Senior Engineer,1995-03-11,9999-01-01
34006,Perry,Cairo,Senior Engineer,1987-12-11,9999-01-01
34013,Gad,Dolinsky,Engineer,1995-02-10,9999-01-01
34020,Susanna,Encarnacion,Senior Engineer,1999-02-12,9999-01-01
34030,Nobuyoshi,Rodiger,Staff,1998-09-25,9999-01-01
34049,Tadanori,Brookner,Senior Staff,1994-09-21,9999-01-01
34060,Gor,Schrooten,Senior Staff,1996-07-30,9999-01-01
34064,Nobuyoshi,Boudaillier,Senior Engineer,1999-10-05,9999-01-01
34082,Yechiam,Jakobus,Engineer,1998-06-20,9999-01-01
34092,Chriss,Manderick,Senior Engineer,1992-08-17,9999-01-01
34111,Shietung,Demke,Staff,1998-11-23,9999-01-01
34115,Saddek,Staelin,Senior Engineer,1997-01-28,9999-01-01
34122,DeForest,Rossi,Senior Engineer,1996-04-28,9999-01-01
34129,Takanari,Kolinko,Senior Engineer,2001-02-16,9999-01-01
34130,Mahendra,Perry,Engineer,1996-03-05,9999-01-01
34136,Steve,Constantine,Senior Staff,2000-02-10,9999-01-01
34150,Leen,Miculan,Senior Staff,1997-06-25,9999-01-01
34158,Mohammed,Syrotiuk,Senior Staff,1998-03-29,9999-01-01
34161,Hirochika,Geffroy,Senior Staff,1991-03-31,9999-01-01
34166,Naftali,Rahimi,Senior Engineer,1985-02-27,9999-01-01
34168,Jiakeng,Perko,Senior Engineer,2001-04-30,9999-01-01
34173,Margareta,Manders,Engineer,1998-01-02,9999-01-01
34176,Waiman,Plessier,Senior Engineer,1995-08-02,9999-01-01
34241,Remco,Ariola,Senior Staff,1996-09-27,9999-01-01
34248,Perry,Verhoeff,Senior Staff,2000-05-26,9999-01-01
34254,Moon,Marletta,Senior Engineer,1993-12-03,9999-01-01
34256,Nishit,Francisci,Senior Staff,1997-10-06,9999-01-01
34265,Mihalis,Tsunoo,Senior Staff,2001-05-20,9999-01-01
34277,Vatsa,Weedman,Technique Leader,1993-06-12,9999-01-01
34323,Chikara,Pokrovskii,Senior Engineer,2000-11-24,9999-01-01
34327,Toshiko,Baaz,Senior Staff,1999-08-04,9999-01-01
34329,Goo,Bernatsky,Senior Engineer,1995-02-24,9999-01-01
34354,Kristen,Acton,Senior Staff,1990-03-08,9999-01-01
34360,Barry,Gargeya,Senior Staff,1990-07-14,9999-01-01
34374,Yurii,Furedi,Staff,1999-06-12,9999-01-01
34375,Jacopo,Matzov,Senior Engineer,1995-02-19,9999-01-01
34450,Vitali,Penttonen,Staff,1999-08-10,9999-01-01
34462,Jaana,Barriga,Senior Engineer,1999-12-26,9999-01-01
34489,Yaghout,Krychniak,Senior Staff,1996-10-26,9999-01-01
34503,Huican,Millington,Senior Engineer,2001-01-04,9999-01-01
34522,Sibyl,Rijckaert,Senior Engineer,1990-12-03,9999-01-01
34527,Rimon,Tsunoo,Senior Engineer,1996-04-02,9999-01-01
34536,Danil,Narahari,Senior Engineer,1987-06-07,9999-01-01
34550,Szabolcs,Borstler,Senior Staff,1993-11-03,9999-01-01
34556,Shigehito,Huxford,Senior Staff,2001-09-05,9999-01-01
34560,Weiye,Isaac,Senior Staff,1996-11-13,9999-01-01
34597,Jouko,Bolotov,Senior Staff,1994-03-22,9999-01-01
34602,Garnet,Flasterstein,Senior Engineer,1994-12-20,9999-01-01
34623,Qingxiang,Sabnani,Staff,1999-04-21,9999-01-01
34641,Cathie,Jervis,Senior Engineer,1985-10-27,9999-01-01
34647,Kerryn,Tiemann,Senior Engineer,1993-06-29,9999-01-01
34670,Mihalis,Diderrich,Senior Engineer,1995-10-19,9999-01-01
34690,Beshir,Litzkow,Senior Engineer,1999-01-15,9999-01-01
34703,Geoff,Azumi,Senior Engineer,1996-01-10,9999-01-01
34709,Anneli,Kragelund,Senior Staff,2001-08-26,9999-01-01
34720,Masamitsu,Narlikar,Senior Engineer,2002-05-13,9999-01-01
34725,Weijing,Pollock,Senior Staff,1996-06-01,9999-01-01
34740,Toney,Sankaranarayanan,Technique Leader,1996-10-17,9999-01-01
34758,Lubomir,Camurati,Senior Staff,2000-04-27,9999-01-01
34873,Ingmar,Ruemmler,Senior Engineer,1993-02-05,9999-01-01
34888,Amalendu,Plumb,Senior Staff,1993-02-19,9999-01-01
34901,Uli,Kaelbling,Senior Engineer,2001-06-11,9999-01-01
34926,Gift,Klassen,Engineer,1997-09-24,9999-01-01
34929,Mohit,Litzler,Senior Staff,1999-03-09,9999-01-01
34938,Macha,Penz,Engineer,1999-11-21,9999-01-01
34944,Guoxiang,Sanella,Senior Engineer,2001-06-05,9999-01-01
34947,Mario,Perfilyeva,Senior Staff,1994-04-22,9999-01-01
34969,Pranav,Doering,Engineer,1996-11-03,9999-01-01
34996,Chinhyun,Butner,Senior Engineer,2000-01-01,9999-01-01
35002,Debatosh,Katiyar,Staff,1999-08-10,9999-01-01
35003,Miomir,Rajala,Staff,1997-12-02,9999-01-01
35020,Manibrata,Haddadi,Senior Staff,1999-04-17,9999-01-01
35021,Jackson,Schlenzig,Engineer,1995-10-24,9999-01-01
35059,Vitaly,Flasterstein,Engineer,1999-12-06,9999-01-01
35097,Fusako,Kroha,Senior Staff,1990-10-02,9999-01-01
35138,Susuma,Boreale,Senior Engineer,1994-10-19,9999-01-01
35139,Vasiliy,Lichtman,Engineer,1996-01-30,9999-01-01
35174,Tiina,Hmelo,Senior Engineer,2002-07-09,9999-01-01
35175,Nirmal,Miculan,Senior Engineer,2000-09-09,9999-01-01
35216,Aleksander,Karnin,Technique Leader,1995-08-12,9999-01-01
35245,Shridhar,Quittner,Senior Engineer,1996-06-05,9999-01-01
35256,Wojceich,McDermid,Senior Staff,1994-12-14,9999-01-01
35258,Khedija,Hettesheimer,Senior Engineer,1998-11-19,9999-01-01
35278,Djelloul,Shrader,Senior Staff,1995-08-04,9999-01-01
35326,Arco,Schwabacher,Senior Staff,1999-11-17,9999-01-01
35363,Odoardo,England,Senior Staff,1997-01-18,9999-01-01
35368,Susanta,Guting,Senior Staff,1994-12-26,9999-01-01
35410,Hironobu,Litvinov,Technique Leader,1993-07-11,9999-01-01
35416,Heather,Wroclawski,Senior Staff,1994-02-11,9999-01-01
35418,Mircea,Unni,Senior Staff,1991-03-10,9999-01-01
35457,Yishay,Michaels,Staff,1995-12-10,9999-01-01
35458,Emdad,Luks,Senior Engineer,1998-11-22,9999-01-01
35493,Jaihie,Bernardinello,Senior Staff,1995-08-15,9999-01-01
35501,Gretta,Scharstein,Engineer,1999-10-01,9999-01-01
35554,Aran,Bahl,Senior Staff,1996-07-06,9999-01-01
35559,Adit,Murtha,Technique Leader,1999-06-14,9999-01-01
35589,Kyoichi,Trystram,Senior Engineer,1995-01-13,9999-01-01
35598,Aksel,Gini,Senior Staff,1997-07-16,9999-01-01
35625,Huai,Vieth,Engineer,1998-01-18,9999-01-01
35673,Mack,Kalsbeek,Engineer,1997-12-08,9999-01-01
35681,Luise,Roisin,Senior Engineer,1990-08-23,9999-01-01
35709,Ulises,Lueh,Staff,1999-02-28,9999-01-01
35735,Patricio,Velasco,Staff,1998-04-08,9999-01-01
35790,Barry,Ramsey,Senior Engineer,1995-08-08,9999-01-01
35836,Zongyan,Albarhamtoshy,Senior Engineer,1999-04-02,9999-01-01
35846,Sham,Nitsche,Senior Staff,1989-09-20,9999-01-01
35882,Sushant,Hambrick,Senior Engineer,1994-10-14,9999-01-01
35883,Tsz,Siegrist,Senior Engineer,2000-07-20,9999-01-01
35892,Ghassan,Olivero,Senior Staff,1994-01-07,9999-01-01
35899,Cathie,Cannard,Staff,1995-12-30,9999-01-01
35939,Hiroyasu,Demri,Senior Staff,1995-03-12,9999-01-01
35972,Halsur,Leonhardt,Senior Staff,1997-08-13,9999-01-01
35974,Aksel,Rosin,Senior Staff,1990-01-30,9999-01-01
35983,Shigehiro,Plavsic,Senior Staff,1992-10-25,9999-01-01
36032,Mikhail,Luck,Senior Staff,1994-12-25,9999-01-01
36043,Fai,Rubsam,Senior Staff,2002-03-18,9999-01-01
36048,Isaac,Marrakchi,Senior Engineer,1999-02-03,9999-01-01
36075,Achilleas,Herbst,Senior Staff,1990-05-15,9999-01-01
36079,Suzette,Gyorkos,Senior Staff,1996-12-28,9999-01-01
36080,Sachar,Grabner,Senior Staff,1993-10-01,9999-01-01
36088,Conor,Gajiwala,Senior Staff,1997-03-27,9999-01-01
36101,Vojin,Beerel,Senior Engineer,1999-03-11,9999-01-01
36189,Masaru,Harllee,Senior Engineer,1995-11-11,9999-01-01
36190,Luerbio,Bresenham,Senior Staff,2000-07-15,9999-01-01
36197,Adamantios,Eppinger,Senior Staff,1996-10-05,9999-01-01
36213,Vidar,Nitto,Senior Staff,1999-02-16,9999-01-01
36223,Fuqing,Cooley,Senior Engineer,2002-02-25,9999-01-01
36230,Khatoun,Borovoy,Senior Staff,1990-06-26,9999-01-01
36235,Rajmohan,Rebaine,Senior Engineer,1999-04-14,9999-01-01
36236,Siamak,Rubsam,Senior Engineer,1998-11-28,9999-01-01
36356,Susumu,Alblas,Senior Staff,1998-06-25,9999-01-01
36357,Yongdong,Rohrbach,Senior Staff,1998-11-29,9999-01-01
36452,Rosita,Reeken,Engineer,2001-01-08,9999-01-01
36461,Baziley,Lorho,Senior Staff,1998-01-17,9999-01-01
36464,Conor,Schlenzig,Engineer,1996-06-15,9999-01-01
36475,Tomoyuki,Khalid,Senior Staff,1999-07-22,9999-01-01
36529,Toong,Bage,Staff,1998-01-20,9999-01-01
36557,Josyula,Journel,Technique Leader,1989-12-14,9999-01-01
36567,Insup,Gerteisen,Engineer,1995-03-11,9999-01-01
36590,Sanjai,Macedo,Assistant Engineer,1994-07-11,9999-01-01
36603,Heon,Unno,Senior Engineer,1998-09-14,9999-01-01
36672,Niclas,Murtha,Senior Engineer,1998-08-05,9999-01-01
36679,Van,Pettit,Senior Engineer,1996-06-30,9999-01-01
36681,Tesuro,Gischer,Senior Staff,1995-10-31,9999-01-01
36688,Cristinel,Mateescu,Senior Engineer,2002-01-07,9999-01-01
36698,Aksel,Shackel,Senior Staff,1997-04-08,9999-01-01
36708,Siddarth,Heydon,Engineer,1997-09-13,9999-01-01
36718,Amabile,Walston,Senior Engineer,1996-12-25,9999-01-01
36738,Valeri,Haddadi,Senior Staff,1991-08-20,9999-01-01
36759,Gennady,Skafidas,Senior Engineer,1993-07-22,9999-01-01
36783,Gro,Bugrara,Staff,1999-01-26,9999-01-01
36810,Fox,Schach,Senior Staff,1993-03-07,9999-01-01
36819,Tadahiro,Parveen,Senior Staff,1991-03-23,9999-01-01
36859,Lalit,Delgrande,Senior Engineer,1994-04-24,9999-01-01
36870,Jianhao,Luff,Senior Engineer,1995-11-20,9999-01-01
36900,Zito,Peltason,Senior Engineer,2000-05-21,9999-01-01
36915,Akemi,Ferriere,Assistant Engineer,1997-03-01,9999-01-01
36959,Morrie,Jenevein,Senior Staff,1995-05-06,9999-01-01
36967,Shigehiro,Kuzuoka,Senior Staff,1994-07-05,9999-01-01
36968,Shin,Siprelle,Staff,1998-02-03,9999-01-01
36986,Fabrizio,Lalonde,Senior Engineer,1992-04-26,9999-01-01
36999,Arunas,Range,Senior Staff,1994-05-21,9999-01-01
37039,Dinah,Diderrich,Engineer,1997-06-27,9999-01-01
37060,Somnath,Morrey,Senior Staff,1994-06-10,9999-01-01
37064,Xinan,Rehfuss,Senior Engineer,2000-06-05,9999-01-01
37068,Xiaoqiang,Delgrande,Senior Staff,1993-03-20,9999-01-01
37072,Irena,Matzat,Senior Engineer,1997-03-25,9999-01-01
37080,Mircea,Shihab,Senior Engineer,1995-04-27,9999-01-01
37100,Jaber,Waeselynck,Senior Engineer,1992-05-09,9999-01-01
37119,Takushi,Wixon,Senior Staff,1998-12-27,9999-01-01
37120,Kasidit,Masada,Senior Engineer,2001-02-13,9999-01-01
37179,Khun,Eterovic,Senior Staff,2001-07-07,9999-01-01
37194,Zita,Beutelspacher,Senior Staff,1995-06-04,9999-01-01
37231,Vidya,Leonhardt,Senior Staff,1988-05-16,9999-01-01
37265,Bokyung,Ellozy,Senior Engineer,1995-12-23,9999-01-01
37280,Nathan,Nyanchama,Staff,1999-02-21,9999-01-01
37281,Gita,Fontan,Senior Staff,1995-05-28,9999-01-01
37295,Toshimitsu,Zizka,Senior Staff,1998-03-27,9999-01-01
37308,Iara,Beerel,Senior Staff,1993-10-13,9999-01-01
37312,Arie,Gecsei,Senior Staff,1994-05-25,9999-01-01
37353,Wayne,Ghemri,Senior Staff,2002-01-10,9999-01-01
37372,Dietrich,Peot,Senior Staff,1992-03-05,9999-01-01
37388,Ziya,Ramamoorthy,Senior Engineer,1989-05-22,9999-01-01
37389,Shuzo,Ghandeharizadeh,Senior Staff,2000-06-01,9999-01-01
37396,Leszek,Siegrist,Engineer,1995-10-17,9999-01-01
37406,Rildo,Cincotta,Engineer,2001-12-24,9999-01-01
37407,Danae,Cochrane,Senior Engineer,2001-07-19,9999-01-01
37412,Hairong,Koyama,Engineer,1999-08-14,9999-01-01
37413,Jagoda,Gill,Senior Engineer,1999-05-10,9999-01-01
37432,Gino,Dichev,Senior Staff,1993-07-13,9999-01-01
37442,Subhada,Lipner,Senior Staff,1993-07-27,9999-01-01
37454,KayLiang,Bernardeschi,Staff,1999-01-24,9999-01-01
37469,Nikolaos,Servi,Senior Staff,1991-06-24,9999-01-01
37470,Moni,Schwabacher,Technique Leader,1995-11-17,9999-01-01
37473,Prasadram,Valette,Senior Staff,1999-02-16,9999-01-01
37523,Giordano,Bazelow,Senior Engineer,2001-05-31,9999-01-01
37546,Debaprosad,Menhardt,Senior Engineer,1991-12-16,9999-01-01
37568,Youngkon,Busillo,Staff,1994-08-10,9999-01-01
37577,Mansur,Narwekar,Senior Staff,1990-09-19,9999-01-01
37582,Douadi,Lipner,Engineer,1998-10-25,9999-01-01
37620,Xinyu,Morton,Senior Staff,1993-03-29,9999-01-01
37627,Jasminko,Ladret,Senior Staff,1992-08-21,9999-01-01
37637,Maja,Rabehasaina,Senior Staff,1996-11-03,9999-01-01
37642,Salvador,Vilarrasa,Senior Engineer,1999-04-11,9999-01-01
37648,Sreenivas,Luef,Staff,1998-07-14,9999-01-01
37669,Masato,Perng,Senior Engineer,1997-11-20,9999-01-01
37674,Vitali,Sinitsyn,Senior Staff,2000-05-24,9999-01-01
37680,Shalesh,McDermid,Senior Staff,1997-06-05,9999-01-01
37777,Gaurav,Vidal,Senior Engineer,1991-05-03,9999-01-01
37794,Parke,Driscoll,Senior Engineer,2002-07-15,9999-01-01
37807,Apostol,Douceur,Senior Engineer,1998-03-04,9999-01-01
37813,Paddy,Kamble,Senior Staff,1993-02-02,9999-01-01
37852,Christophe,Lunt,Senior Engineer,1993-09-04,9999-01-01
37862,Barun,Masaki,Senior Staff,1991-04-29,9999-01-01
37871,Bernice,Reghbati,Engineer,1996-02-27,9999-01-01
37881,Sedat,Falster,Senior Staff,1990-02-05,9999-01-01
37884,Mikhail,Butterworth,Senior Staff,1997-08-14,9999-01-01
37896,Kristinn,Hebert,Engineer,1997-06-12,9999-01-01
37907,Karlis,Varker,Senior Engineer,1993-08-28,9999-01-01
37924,Holgard,Hatcliff,Senior Engineer,1998-07-06,9999-01-01
37931,Hercules,Iwayama,Senior Engineer,1992-12-30,9999-01-01
37937,Xiahua,Pero,Senior Staff,1987-08-09,9999-01-01
37970,Cathie,Woycyznski,Senior Staff,1993-02-07,9999-01-01
37978,Ortrud,Rando,Engineer,1993-09-14,9999-01-01
37985,Gian,Denna,Senior Engineer,2000-04-17,9999-01-01
37988,Lucian,Naumovich,Engineer,1998-04-03,9999-01-01
38014,Nigel,Scallan,Senior Staff,1996-07-19,9999-01-01
38057,Nadjib,Velardi,Senior Staff,2000-04-19,9999-01-01
38076,Kiyotoshi,Flowers,Staff,1995-12-27,9999-01-01
38117,Stevo,Hiraishi,Senior Staff,1996-02-06,9999-01-01
38134,Hatim,Middleton,Staff,1999-09-01,9999-01-01
38174,Xiaobin,Peron,Senior Staff,1996-04-04,9999-01-01
38184,Irene,Carrere,Senior Staff,2001-05-14,9999-01-01
38191,Huei,Suomi,Senior Staff,1991-12-29,9999-01-01
38201,Anoosh,Erdi,Senior Engineer,1990-06-10,9999-01-01
38204,Jianwen,Azadmanesh,Senior Staff,1985-10-20,9999-01-01
38220,Maya,Terkki,Staff,1997-03-23,9999-01-01
38224,Ottavia,Kavvadias,Senior Engineer,1999-07-02,9999-01-01
38227,Abdelghani,Crabtree,Senior Engineer,1997-09-13,9999-01-01
38230,Garnik,McDermid,Engineer,1993-10-04,9999-01-01
38245,Foong,Gaughan,Engineer,1996-09-22,9999-01-01
38251,Hatim,Birge,Staff,1999-10-24,9999-01-01
38267,Abdelghani,Armand,Senior Engineer,2002-03-25,9999-01-01
38270,Nirmal,Hiyoshi,Senior Engineer,1993-03-20,9999-01-01
38305,Tomoyuki,Bauknecht,Senior Engineer,1999-07-26,9999-01-01
38307,Marlo,Jording,Senior Staff,1987-07-23,9999-01-01
38320,Fox,Rabejac,Senior Engineer,1995-06-22,9999-01-01
38323,Kiyotoshi,Keirsey,Senior Engineer,1996-02-23,9999-01-01
